gene_id,Rep1._x,Rep2._x,Rep3._x,Rep1._y,Rep2._y,Rep3._y
ENSMUSG00000047123,176.0,283.0,255.0,343.0,342.0,135.0
ENSMUSG00000047126,3646.0,3165.0,3097.0,2676.0,2982.0,2479.0
ENSMUSG00000047139,18.0,17.0,19.0,13.0,40.0,59.0
ENSMUSG00000047141,190.0,178.0,171.0,117.0,126.0,119.0
ENSMUSG00000047146,1.0,3.0,1.0,1.0,3.0,8.0
ENSMUSG00000047150,86.0,89.65,80.0,79.02,105.23,59.0
ENSMUSG00000047153,404.0,326.0,277.0,359.0,241.0,171.0
ENSMUSG00000047166,21.0,24.0,24.0,19.0,22.0,13.0
ENSMUSG00000047180,97.0,107.0,136.0,79.0,63.0,55.0
ENSMUSG00000047181,2.0,14.0,5.0,8.0,10.0,8.0
ENSMUSG00000047187,1181.0,933.0,838.0,802.0,871.0,717.0
ENSMUSG00000047193,74.0,74.0,60.0,53.0,72.0,59.0
ENSMUSG00000047213,1205.0,953.0,891.0,795.0,764.0,802.0
ENSMUSG00000047215,1485.13,1341.06,1434.47,1320.95,1012.82,975.84
ENSMUSG00000047221,118.0,90.0,108.0,63.0,76.0,63.0
ENSMUSG00000047227,6.0,9.0,8.0,7.0,8.0,5.0
ENSMUSG00000047228,108.0,191.0,248.0,184.0,140.0,76.0
ENSMUSG00000047230,1022.0,932.0,844.0,1317.0,1145.0,728.0
ENSMUSG00000047238,9.0,17.0,13.0,15.0,22.0,14.0
ENSMUSG00000047242,13.0,7.0,7.0,7.0,9.0,17.0
ENSMUSG00000047246,2.0,2.26,5.11,11.61,9.22,6.0
ENSMUSG00000047248,223.54,200.5,199.84,208.88,196.85,122.95
ENSMUSG00000047250,217.0,199.0,153.0,188.0,214.0,120.0
ENSMUSG00000047260,376.0,457.0,413.0,461.0,554.0,324.0
ENSMUSG00000047264,73.0,101.0,79.0,87.0,70.0,35.0
ENSMUSG00000047281,6.0,16.0,7.0,6.0,3.0,9.0
ENSMUSG00000047284,300.0,337.0,242.0,334.0,258.0,167.0
ENSMUSG00000047330,2.0,1.0,3.0,4.0,4.0,1.0
ENSMUSG00000047368,164.0,145.0,148.0,113.0,177.0,132.0
ENSMUSG00000047370,0.0,0.0,14.39,45.06,0.0,0.0
ENSMUSG00000047371,95.0,104.0,87.0,127.0,123.0,71.0
ENSMUSG00000047379,155.0,121.0,143.0,166.0,120.0,103.0
ENSMUSG00000047388,122.0,105.0,98.0,105.0,112.0,70.0
ENSMUSG00000047394,44.0,72.0,43.0,48.0,28.0,13.0
ENSMUSG00000047407,141.0,240.0,194.0,149.0,193.0,81.0
ENSMUSG00000047409,100.0,80.0,63.0,50.0,54.0,58.0
ENSMUSG00000047412,662.0,519.0,481.0,414.0,416.0,416.0
ENSMUSG00000047414,6.0,2.0,2.0,4.0,11.0,15.0
ENSMUSG00000047415,2.0,2.0,6.0,5.0,7.0,2.0
ENSMUSG00000047417,219.0,397.0,319.0,324.0,275.0,163.0
ENSMUSG00000047420,2.0,16.0,11.0,14.0,12.0,12.0
ENSMUSG00000047423,93.0,149.0,134.0,159.0,109.0,69.0
ENSMUSG00000047434,23.0,34.0,32.0,21.0,33.0,24.0
ENSMUSG00000047446,513.0,383.0,362.0,302.0,326.0,233.0
ENSMUSG00000047454,1131.0,1089.0,899.0,825.0,838.0,569.0
ENSMUSG00000047459,466.0,556.0,502.0,503.0,516.0,348.0
ENSMUSG00000047466,148.0,143.0,117.0,85.0,95.0,93.0
ENSMUSG00000047473,21.0,24.0,12.0,21.0,26.0,16.0
ENSMUSG00000047492,262.0,185.0,168.0,375.0,237.0,289.0
ENSMUSG00000047496,431.5,183.0,216.0,167.36,208.45,207.0
ENSMUSG00000047497,2.0,6.0,2.0,9.0,6.0,6.0
ENSMUSG00000047502,2.0,7.0,2.0,6.0,4.0,4.0
ENSMUSG00000047507,3.0,4.08,1.0,2.0,1.1,2.03
ENSMUSG00000047511,3.0,2.0,1.0,3.0,16.0,7.0
ENSMUSG00000047514,283.0,256.0,294.0,257.0,285.0,148.0
ENSMUSG00000047517,0.0,1.0,0.0,0.0,1.0,116.0
ENSMUSG00000047534,8.0,4.0,0.0,7.0,3.0,5.0
ENSMUSG00000047539,154.0,190.0,127.0,108.0,140.0,92.0
ENSMUSG00000047547,378.0,576.0,462.0,509.0,418.0,246.0
ENSMUSG00000047554,411.0,535.9,437.25,515.0,433.0,312.77
ENSMUSG00000047557,6.0,3.0,11.0,7.0,13.0,8.0
ENSMUSG00000047583,22.0,20.0,3.0,19.0,29.0,12.0
ENSMUSG00000047603,48.42,45.3,36.94,37.81,41.04,23.25
ENSMUSG00000047604,10.0,13.0,3.0,13.0,9.0,5.0
ENSMUSG00000047613,194.51,210.82,158.87,222.89,194.72,172.18
ENSMUSG00000047617,137.0,167.0,161.0,104.0,129.0,61.0
ENSMUSG00000047631,6262.0,5735.0,4957.0,7082.0,6706.0,5314.0
ENSMUSG00000047632,6.0,1.0,1.0,3.0,2.0,4.0
ENSMUSG00000047635,77.0,88.8,71.0,95.0,88.0,79.93
ENSMUSG00000047638,1190.0,1094.0,888.0,1288.0,1313.0,924.0
ENSMUSG00000047648,199.0,196.0,191.0,137.0,153.0,112.0
ENSMUSG00000047649,24.0,31.0,30.0,30.0,28.0,10.0
ENSMUSG00000047656,20.0,19.19,14.0,21.0,21.49,19.0
ENSMUSG00000047669,5.0,5.0,2.0,6.0,9.0,3.0
ENSMUSG00000047671,2.0,9.0,1.0,3.0,2.0,2.0
ENSMUSG00000047675,1157.65,1467.84,1238.88,1211.85,951.31,790.21
ENSMUSG00000047676,3488.44,3555.78,2858.57,2389.04,2678.84,1887.37
ENSMUSG00000047694,556.0,481.0,481.0,373.0,364.0,394.0
ENSMUSG00000047710,82.0,88.0,103.0,119.0,96.0,70.0
ENSMUSG00000047712,8.0,8.0,8.0,12.0,7.0,7.0
ENSMUSG00000047714,467.46,473.72,423.84,353.9,425.46,327.74
ENSMUSG00000047719,112.0,154.0,134.0,152.0,99.0,98.0
ENSMUSG00000047721,62.21,107.47,81.79,110.47,108.21,51.61
ENSMUSG00000047728,1230.0,926.0,945.0,1056.0,1064.0,805.0
ENSMUSG00000047730,2.0,5.0,0.0,0.0,4.0,1.0
ENSMUSG00000047731,2818.0,4016.0,3369.0,3064.0,2604.0,1636.0
ENSMUSG00000047735,279.0,182.0,172.0,209.0,280.0,237.0
ENSMUSG00000047746,1.0,2.0,3.0,10.0,8.0,14.0
ENSMUSG00000047747,23.0,19.0,30.01,21.0,21.0,17.0
ENSMUSG00000047749,4.0,7.0,1.0,10.0,6.0,4.0
ENSMUSG00000047757,2.0,9.0,8.0,11.0,9.0,20.0
ENSMUSG00000047759,8.17,6.79,12.1,5.57,0.0,7.23
ENSMUSG00000047766,6.0,6.0,5.0,5.0,2.0,6.0
ENSMUSG00000047767,170.0,194.0,253.0,182.0,148.0,97.0
ENSMUSG00000047777,49.0,76.0,31.0,44.0,41.0,31.0
ENSMUSG00000047786,8.0,4.0,1.0,3.0,0.0,2.0
ENSMUSG00000047787,7.0,9.0,2.0,3.0,18.0,6.0
ENSMUSG00000047789,157.0,140.0,130.0,124.0,135.0,86.0
ENSMUSG00000047793,201.0,342.0,195.0,271.0,265.88,204.42
ENSMUSG00000047797,5425.0,6968.0,5915.0,6064.0,5204.0,2999.0
ENSMUSG00000047798,31.43,63.21,55.99,44.43,41.84,22.1
ENSMUSG00000047804,192.0,215.0,168.0,160.0,151.0,110.0
ENSMUSG00000047810,13.0,31.0,24.0,25.0,17.0,15.0
ENSMUSG00000047821,3.0,4.0,2.0,2.0,1.0,8.0
ENSMUSG00000047822,75.0,178.0,106.0,121.0,118.0,73.0
ENSMUSG00000047824,123.0,217.0,144.0,165.0,96.0,87.0
ENSMUSG00000047832,25.0,58.0,45.0,14.0,28.0,14.0
ENSMUSG00000047843,246.5,274.21,231.41,229.0,237.36,155.9
ENSMUSG00000047854,2.0,1.0,1.0,3.0,0.0,3.0
ENSMUSG00000047866,4498.0,4336.0,3759.0,3229.0,3044.0,2368.0
ENSMUSG00000047867,125.0,153.0,146.0,132.0,167.0,93.0
ENSMUSG00000047875,44.0,46.0,23.0,34.0,30.0,20.48
ENSMUSG00000047879,599.0,498.0,536.0,424.0,539.0,401.0
ENSMUSG00000047880,6.0,2.0,3.0,1.0,2.0,1.0
ENSMUSG00000047881,168.73,235.0,160.0,98.51,128.0,77.0
ENSMUSG00000047888,678.0,679.0,557.0,414.0,404.77,373.0
ENSMUSG00000047904,17.0,11.0,11.0,15.0,6.0,12.0
ENSMUSG00000047905,13.45,15.41,33.79,19.76,17.15,6.53
ENSMUSG00000047907,96.94,178.0,92.71,131.81,172.41,119.05
ENSMUSG00000047909,220.0,185.0,164.0,188.0,160.0,146.0
ENSMUSG00000047910,0.0,3.0,6.0,1.0,6.0,4.0
ENSMUSG00000047921,124.0,195.0,142.0,151.0,157.0,98.0
ENSMUSG00000047945,77.0,128.51,169.0,104.98,139.39,87.4
ENSMUSG00000047963,756.0,1202.0,1050.0,1166.0,1056.0,682.0
ENSMUSG00000047989,117.0,125.0,144.0,114.0,131.0,91.0
ENSMUSG00000047996,17.0,9.0,11.0,3.0,11.0,8.0
ENSMUSG00000048000,585.0,697.0,636.5,605.13,546.0,374.0
ENSMUSG00000048007,160.74,91.85,67.16,109.07,103.33,61.03
ENSMUSG00000048012,0.0,6.0,4.0,3.0,2.0,0.0
ENSMUSG00000048022,13.0,12.0,2.0,3.0,8.0,13.0
ENSMUSG00000048027,16.0,27.0,15.0,18.0,12.0,12.0
ENSMUSG00000048039,187.0,182.73,191.0,162.88,161.0,108.92
ENSMUSG00000048047,362.82,286.0,256.0,261.0,297.0,225.0
ENSMUSG00000048058,116.0,126.0,116.0,134.0,116.0,116.0
ENSMUSG00000048076,2148.0,2729.0,2338.0,2310.0,2449.0,1591.0
ENSMUSG00000048087,6828.34,9709.75,8694.6,8162.86,8035.37,3749.07
ENSMUSG00000048096,0.0,1.0,4.0,4.0,8.0,8.0
ENSMUSG00000048100,169.0,163.22,128.0,148.15,137.13,113.0
ENSMUSG00000048106,21.0,22.0,12.0,29.0,29.0,12.0
ENSMUSG00000048107,2.45,37.3,18.81,33.6,37.47,5.46
ENSMUSG00000048109,78.0,130.0,146.0,103.0,99.0,51.0
ENSMUSG00000048118,280.0,380.0,296.0,266.0,237.0,209.0
ENSMUSG00000048120,119.0,185.0,161.0,169.0,159.0,97.0
ENSMUSG00000048126,50.0,121.0,83.0,101.0,106.0,61.0
ENSMUSG00000048149,4.98,3.72,4.13,2.55,3.39,9.96
ENSMUSG00000048154,777.97,1440.0,1066.86,998.0,884.0,467.0
ENSMUSG00000048163,21.0,42.0,30.0,47.0,49.0,36.0
ENSMUSG00000048164,5.69,0.0,3.17,4.2,0.0,5.41
ENSMUSG00000048170,387.0,398.0,390.0,291.0,352.0,265.0
ENSMUSG00000048174,16.0,17.0,24.0,19.0,16.0,11.0
ENSMUSG00000048175,233.0,227.0,205.0,150.0,168.0,158.0
ENSMUSG00000048186,120.0,152.0,115.0,104.0,79.0,57.0
ENSMUSG00000048188,0.0,0.0,0.0,2.21,13.71,0.0
ENSMUSG00000048191,0.0,5.0,3.0,4.0,2.0,0.0
ENSMUSG00000048200,16.69,35.0,28.0,26.0,18.71,15.0
ENSMUSG00000048217,479.28,479.68,464.0,614.58,486.24,326.86
ENSMUSG00000048218,58.0,41.0,43.0,45.0,35.0,37.0
ENSMUSG00000048222,206.02,260.6,240.98,174.42,207.48,111.48
ENSMUSG00000048232,13.0,12.0,3.0,11.0,6.0,9.0
ENSMUSG00000048234,837.23,756.56,717.59,734.92,640.01,576.7
ENSMUSG00000048240,12.0,10.0,12.0,4.0,7.0,4.0
ENSMUSG00000048249,284.0,221.0,185.0,179.0,232.0,199.0
ENSMUSG00000048251,6.0,1.0,2.0,7.0,2.0,3.0
ENSMUSG00000048264,320.0,351.0,257.0,321.0,289.0,224.0
ENSMUSG00000048271,894.0,1357.0,917.0,794.0,680.0,521.0
ENSMUSG00000048277,586.84,613.0,571.7,566.75,580.77,348.64
ENSMUSG00000048279,41.0,43.0,39.0,23.0,32.0,26.0
ENSMUSG00000048280,85.91,49.43,50.38,67.49,70.21,44.88
ENSMUSG00000048285,51.0,86.0,79.0,47.0,52.0,41.0
ENSMUSG00000048307,549.0,541.0,451.0,482.0,542.0,392.0
ENSMUSG00000048310,404.0,402.0,362.0,388.0,345.0,238.0
ENSMUSG00000048327,2.4,3.0,1.0,4.0,13.0,6.0
ENSMUSG00000048330,11.0,4.0,12.0,7.0,7.0,8.0
ENSMUSG00000048332,106.0,112.0,90.0,81.0,87.0,74.0
ENSMUSG00000048351,185.0,175.0,181.0,185.0,224.0,126.0
ENSMUSG00000048368,51.0,28.0,34.0,28.0,49.0,49.0
ENSMUSG00000048371,276.0,373.0,219.0,318.0,197.0,157.0
ENSMUSG00000048376,525.0,494.0,429.0,424.0,375.0,321.0
ENSMUSG00000048379,429.0,320.0,278.0,250.0,266.0,204.0
ENSMUSG00000048388,34.0,22.0,19.0,30.0,18.0,21.0
ENSMUSG00000048406,11.0,7.0,7.0,10.0,9.0,3.0
ENSMUSG00000048410,125.0,123.0,117.0,83.0,115.0,71.0
ENSMUSG00000048424,15.0,1.0,11.0,2.0,5.0,1.0
ENSMUSG00000048429,522.52,518.26,465.73,393.65,468.0,358.0
ENSMUSG00000048439,37.0,30.0,64.0,44.0,47.0,22.0
ENSMUSG00000048440,22.47,12.39,33.07,39.29,17.18,17.14
ENSMUSG00000048442,6.0,4.0,2.0,9.0,4.0,5.0
ENSMUSG00000048445,20.0,26.0,10.0,17.0,23.0,27.0
ENSMUSG00000048481,10.05,19.39,9.56,18.93,16.76,5.0
ENSMUSG00000048482,8.0,7.0,5.0,8.0,15.0,21.0
ENSMUSG00000048486,510.0,670.0,619.0,674.99,602.0,390.0
ENSMUSG00000048489,999.0,997.0,798.0,1190.0,1380.0,611.0
ENSMUSG00000048490,221.0,249.0,164.0,140.0,152.0,129.0
ENSMUSG00000048495,88.95,81.88,108.41,72.22,89.26,59.51
ENSMUSG00000048497,5.0,7.0,12.0,12.0,5.0,7.0
ENSMUSG00000048498,39.0,49.0,32.0,41.0,25.0,15.0
ENSMUSG00000048503,3.0,4.0,4.0,9.0,2.0,4.0
ENSMUSG00000048521,10.0,6.0,9.0,14.0,23.0,1.0
ENSMUSG00000048534,6.0,14.0,12.0,6.0,12.0,10.0
ENSMUSG00000048537,46.0,86.0,90.0,67.0,84.0,31.0
ENSMUSG00000048538,12.64,12.79,4.21,4.81,0.0,16.12
ENSMUSG00000048546,381.75,650.57,456.34,533.12,421.32,248.0
ENSMUSG00000048550,50.0,35.0,28.0,34.0,31.0,30.0
ENSMUSG00000048572,7.0,1.0,6.0,8.0,3.0,9.0
ENSMUSG00000048578,1614.0,2243.0,1759.0,2074.0,1955.0,1359.0
ENSMUSG00000048581,58.0,33.0,46.0,81.0,65.0,36.0
ENSMUSG00000048583,2.0,5.0,2.0,3.0,12.0,6.0
ENSMUSG00000048600,0.0,5.82,0.0,0.0,0.0,6.39
ENSMUSG00000048603,12.0,5.0,3.0,5.0,4.0,5.0
ENSMUSG00000048612,39.0,52.0,47.0,46.0,28.0,48.0
ENSMUSG00000048621,18.0,19.0,17.06,18.0,3.64,11.78
ENSMUSG00000048644,2.0,7.0,5.0,4.0,3.0,1.0
ENSMUSG00000048647,42.0,67.0,46.0,39.0,49.0,33.0
ENSMUSG00000048661,140.0,167.0,154.0,117.0,152.0,127.0
ENSMUSG00000048668,28.17,35.97,33.0,35.34,38.0,28.5
ENSMUSG00000048677,44.0,61.0,33.0,26.0,45.0,32.0
ENSMUSG00000048696,17.0,9.0,7.0,12.0,11.0,2.0
ENSMUSG00000048701,320.0,340.0,255.0,273.0,252.0,208.0
ENSMUSG00000048706,543.0,722.0,715.0,563.0,528.0,308.0
ENSMUSG00000048707,27.0,36.0,14.0,31.0,25.0,18.0
ENSMUSG00000048720,111.0,97.0,85.0,65.0,82.0,77.0
ENSMUSG00000048728,12.0,7.0,11.0,12.0,5.0,9.0
ENSMUSG00000048731,140.73,243.32,182.84,188.85,183.85,118.42
ENSMUSG00000048732,44.0,42.0,36.0,28.0,23.0,15.0
ENSMUSG00000048752,2.0,3.0,4.0,4.0,4.0,1.0
ENSMUSG00000048755,208.0,214.0,214.0,190.0,204.0,140.0
ENSMUSG00000048756,494.0,688.0,566.0,813.0,792.0,512.0
ENSMUSG00000048758,1129.67,1244.16,1026.97,963.25,983.84,766.71
ENSMUSG00000048772,110.0,140.0,154.0,148.0,123.0,102.0
ENSMUSG00000048779,10.0,16.0,10.0,24.0,18.0,11.0
ENSMUSG00000048782,124.0,245.0,234.0,275.0,334.0,202.0
ENSMUSG00000048787,150.0,195.0,174.0,119.0,142.0,103.0
ENSMUSG00000048794,0.0,3.0,2.0,6.0,4.0,6.0
ENSMUSG00000048796,70.0,71.0,53.0,67.0,65.0,41.0
ENSMUSG00000048799,236.0,200.0,207.0,203.0,220.0,166.0
ENSMUSG00000048807,0.0,8.0,5.0,1.0,7.0,2.0
ENSMUSG00000048826,46.0,43.0,53.0,74.0,48.0,39.0
ENSMUSG00000048832,138.0,229.0,204.0,194.0,157.0,67.0
ENSMUSG00000048833,905.09,943.67,806.5,753.61,772.39,598.78
ENSMUSG00000048852,4.83,0.0,11.41,8.27,2.22,1.16
ENSMUSG00000048856,5181.0,6236.0,4089.0,4927.0,3522.0,2543.0
ENSMUSG00000048865,63.0,69.0,76.0,79.0,79.0,45.0
ENSMUSG00000048874,906.64,952.39,809.94,709.09,708.05,482.43
ENSMUSG00000048878,352.0,484.0,449.0,390.0,319.0,211.0
ENSMUSG00000048895,6.0,6.0,2.0,3.0,1.0,3.0
ENSMUSG00000048897,107.0,130.0,117.0,142.0,110.0,78.0
ENSMUSG00000048905,3.0,4.0,5.0,4.0,2.0,0.0
ENSMUSG00000048910,59.72,67.34,67.62,81.51,65.01,57.22
ENSMUSG00000048911,67.45,122.12,92.41,59.21,59.54,59.2
ENSMUSG00000048915,51.11,51.11,36.19,47.48,41.84,31.9
ENSMUSG00000048916,54.67,101.14,66.04,114.08,67.06,36.29
ENSMUSG00000048920,87.0,145.0,114.0,114.0,143.0,80.0
ENSMUSG00000048921,6.59,21.36,15.91,16.54,17.27,12.79
ENSMUSG00000048922,5.0,6.0,2.0,9.0,11.0,5.0
ENSMUSG00000048924,84.89,78.3,43.28,67.54,46.96,52.94
ENSMUSG00000048930,83.0,113.0,86.0,98.0,100.0,85.0
ENSMUSG00000048938,61.0,39.0,30.0,20.0,42.0,34.0
ENSMUSG00000048949,487.52,394.69,326.93,212.3,413.57,263.31
ENSMUSG00000048960,178.16,123.02,97.01,77.01,118.01,118.02
ENSMUSG00000048965,13.0,14.0,8.0,10.0,13.0,4.0
ENSMUSG00000048970,243.0,227.0,204.0,177.0,205.0,161.0
ENSMUSG00000048997,5.0,19.0,12.0,16.0,15.0,7.0
ENSMUSG00000049037,23.0,37.0,34.0,35.0,16.0,24.0
ENSMUSG00000049038,42.0,16.0,28.0,35.0,28.0,30.0
ENSMUSG00000049044,3331.22,3121.1,2954.96,3134.19,2553.27,1406.27
ENSMUSG00000049047,176.0,192.0,179.0,150.0,153.0,125.0
ENSMUSG00000049076,358.0,284.0,269.0,263.0,237.0,219.0
ENSMUSG00000049086,28.36,45.72,21.41,39.13,38.85,8.67
ENSMUSG00000049090,1312.0,1167.0,1084.0,1074.0,1134.0,919.0
ENSMUSG00000049091,6158.0,5609.0,4558.0,4897.0,5499.0,3502.0
ENSMUSG00000049103,9.08,22.0,18.61,18.86,19.29,19.32
ENSMUSG00000049106,478.0,538.0,452.0,384.0,401.0,220.0
ENSMUSG00000049107,4.0,1.0,1.0,4.0,2.0,2.0
ENSMUSG00000049109,8.0,9.0,9.0,14.0,7.0,25.0
ENSMUSG00000049115,902.0,870.0,765.0,609.0,591.0,428.0
ENSMUSG00000049119,1.0,2.0,2.0,5.0,2.0,3.0
ENSMUSG00000049124,29.42,39.05,30.18,46.37,31.76,23.21
ENSMUSG00000049130,11.0,24.0,36.0,10.0,5.0,12.0
ENSMUSG00000049152,5429.56,4212.54,3828.44,3784.66,3884.99,3162.24
ENSMUSG00000049164,149.0,127.0,109.61,136.0,128.0,107.0
ENSMUSG00000049184,19.0,18.0,22.0,15.0,9.0,6.0
ENSMUSG00000049191,12.0,11.0,9.0,9.0,9.0,0.0
ENSMUSG00000049225,7.0,15.0,14.0,7.0,10.0,16.0
ENSMUSG00000049230,8.59,4.72,11.08,5.59,4.16,3.0
ENSMUSG00000049232,152.0,102.0,97.0,83.0,106.0,84.0
ENSMUSG00000049233,40.41,43.88,0.0,23.94,78.18,59.59
ENSMUSG00000049235,0.0,0.25,21.03,0.0,47.85,1.19
ENSMUSG00000049265,2.0,1.0,1.0,3.0,3.0,1.0
ENSMUSG00000049281,2.0,0.0,1.0,2.0,8.0,3.0
ENSMUSG00000049285,4.0,1.0,3.0,9.0,9.0,4.0
ENSMUSG00000049287,121.0,130.0,131.0,122.0,133.0,70.0
ENSMUSG00000049288,42.0,46.86,35.0,37.0,49.0,36.0
ENSMUSG00000049295,138.17,253.18,188.34,292.15,171.0,93.95
ENSMUSG00000049299,216.0,262.0,220.0,257.0,257.0,142.0
ENSMUSG00000049300,66.0,66.0,58.0,59.0,53.0,28.0
ENSMUSG00000049303,5.12,10.61,25.58,16.53,8.75,11.15
ENSMUSG00000049305,149.0,147.0,143.0,168.0,152.0,107.0
ENSMUSG00000049307,3.0,0.0,2.0,4.0,2.0,3.0
ENSMUSG00000049313,20.0,60.0,48.0,29.0,35.0,43.0
ENSMUSG00000049321,62.0,39.0,52.0,34.0,42.0,46.0
ENSMUSG00000049323,538.74,680.98,520.74,452.22,458.08,316.35
ENSMUSG00000049327,267.0,400.0,358.0,379.0,428.0,247.0
ENSMUSG00000049339,1639.0,1837.0,1512.0,1740.0,1786.0,1018.0
ENSMUSG00000049353,36.0,42.0,33.0,21.53,11.0,10.0
ENSMUSG00000049354,586.0,511.0,457.0,444.0,444.0,337.0
ENSMUSG00000049357,2.0,6.0,2.0,0.0,0.0,2.0
ENSMUSG00000049382,1602.0,3042.0,2342.0,1979.0,1859.0,1182.0
ENSMUSG00000049396,1.0,29.9,16.98,15.09,31.16,0.0
ENSMUSG00000049401,262.0,365.0,269.0,384.0,330.0,184.0
ENSMUSG00000049404,406.0,573.0,409.0,531.0,349.0,303.0
ENSMUSG00000049410,1.0,3.0,3.0,6.0,5.0,4.0
ENSMUSG00000049411,58.0,49.0,36.0,29.0,47.0,34.0
ENSMUSG00000049421,451.5,363.27,332.43,267.82,349.36,249.05
ENSMUSG00000049422,1607.0,2275.0,1817.0,1650.0,1609.0,885.0
ENSMUSG00000049436,1.0,1.0,4.0,10.0,1.0,9.0
ENSMUSG00000049439,135.0,105.0,103.0,101.0,106.0,72.0
ENSMUSG00000049470,1903.0,1882.0,1694.0,1279.0,1509.0,1031.0
ENSMUSG00000049482,78.42,88.09,99.25,87.96,86.6,44.4
ENSMUSG00000049488,46.66,51.89,30.9,38.02,35.43,16.17
ENSMUSG00000049489,61.0,60.0,50.0,65.0,58.0,45.0
ENSMUSG00000049493,4.0,1.0,2.0,9.0,4.0,16.0
ENSMUSG00000049494,146.15,153.45,202.61,160.09,214.53,126.71
ENSMUSG00000049502,783.42,627.21,516.76,759.87,731.79,594.57
ENSMUSG00000049504,138.0,228.0,141.0,142.0,142.0,88.0
ENSMUSG00000049516,354.0,467.0,386.0,313.0,323.0,186.0
ENSMUSG00000049517,360.83,233.04,214.02,157.26,302.96,191.73
ENSMUSG00000049521,145.0,290.0,203.0,218.0,219.0,163.0
ENSMUSG00000049532,28.0,26.0,19.0,21.0,28.0,23.0
ENSMUSG00000049536,13.0,11.0,3.0,8.0,10.0,5.0
ENSMUSG00000049550,492.0,638.0,548.0,541.0,607.0,397.0
ENSMUSG00000049553,331.68,340.9,313.98,353.66,309.55,225.0
ENSMUSG00000049555,196.0,177.0,188.0,196.0,230.81,143.0
ENSMUSG00000049562,17.0,27.0,25.0,35.0,17.0,19.0
ENSMUSG00000049577,292.0,549.0,335.0,467.0,425.0,266.0
ENSMUSG00000049580,332.0,1123.0,932.0,964.0,833.0,745.0
ENSMUSG00000049588,5.0,1.0,2.0,3.0,5.0,6.0
ENSMUSG00000049600,41.0,40.0,45.0,64.0,52.0,21.0
ENSMUSG00000049606,258.0,189.0,205.0,158.0,201.0,178.0
ENSMUSG00000049608,2.0,3.0,0.0,6.0,2.0,1.0
ENSMUSG00000049624,378.0,373.0,309.0,388.0,325.0,214.0
ENSMUSG00000049625,19.0,26.0,18.0,28.0,21.0,21.0
ENSMUSG00000049630,7.0,8.0,8.0,8.0,8.0,10.0
ENSMUSG00000049643,45.0,45.0,64.0,70.0,54.0,35.0
ENSMUSG00000049657,212.0,210.0,182.0,203.0,178.0,119.0
ENSMUSG00000049658,432.0,421.0,375.0,253.0,339.0,237.0
ENSMUSG00000049659,547.0,515.0,455.0,379.0,389.0,274.0
ENSMUSG00000049670,3.0,5.0,5.0,0.0,0.0,1.0
ENSMUSG00000049672,133.0,99.04,80.0,105.0,122.0,100.0
ENSMUSG00000049676,11.0,3.0,7.0,5.0,6.0,5.0
ENSMUSG00000049680,283.7,314.78,295.06,302.36,274.03,164.74
ENSMUSG00000049685,12.0,15.0,14.0,5.0,13.0,1.0
ENSMUSG00000049686,73.0,90.0,80.0,111.0,107.0,53.0
ENSMUSG00000049690,10.0,3.0,3.0,8.0,2.0,3.0
ENSMUSG00000049694,4.0,3.0,6.0,3.0,1.0,3.0
ENSMUSG00000049709,1.0,1.0,2.0,2.0,7.0,1.0
ENSMUSG00000049717,84.0,74.0,63.0,59.0,69.0,41.0
ENSMUSG00000049721,11.0,7.0,12.0,4.0,9.0,2.0
ENSMUSG00000049723,6.0,2.0,2.0,1.0,2.0,5.0
ENSMUSG00000049728,33.0,47.0,45.0,35.0,33.0,14.0
ENSMUSG00000049734,40.03,61.13,52.23,67.75,56.84,28.68
ENSMUSG00000049739,209.0,283.0,214.42,234.91,215.0,114.0
ENSMUSG00000049742,10.0,4.0,5.0,1.0,5.0,2.0
ENSMUSG00000049744,8.0,15.0,14.0,13.0,5.0,11.0
ENSMUSG00000049751,640.6,928.02,731.39,948.12,796.6,452.52
ENSMUSG00000049755,167.0,141.0,139.36,140.0,149.0,109.0
ENSMUSG00000049760,324.0,425.0,409.0,439.0,351.0,219.0
ENSMUSG00000049764,135.0,148.0,154.0,128.0,116.0,87.0
ENSMUSG00000049775,706.0,717.0,627.0,652.0,737.0,517.0
ENSMUSG00000049791,139.0,109.0,118.0,114.0,108.0,109.0
ENSMUSG00000049792,159.0,167.0,138.0,136.0,170.0,93.0
ENSMUSG00000049800,158.0,204.0,177.0,193.0,173.0,120.0
ENSMUSG00000049804,18.0,30.0,28.0,31.0,36.0,31.0
ENSMUSG00000049807,128.0,186.0,135.74,169.9,185.0,71.0
ENSMUSG00000049811,33.0,25.0,21.0,23.0,10.0,11.0
ENSMUSG00000049823,17.51,26.4,28.16,23.44,23.08,13.93
ENSMUSG00000049832,40.26,24.16,44.35,33.38,39.46,12.38
ENSMUSG00000049858,1417.0,1276.0,1130.0,1168.0,1132.0,919.0
ENSMUSG00000049866,15.0,39.0,22.0,27.0,18.0,26.0
ENSMUSG00000049871,4.0,5.0,14.0,6.0,8.0,10.0
ENSMUSG00000049872,2.0,4.0,7.0,2.0,8.0,1.0
ENSMUSG00000049878,307.0,398.0,486.0,271.0,416.0,261.0
ENSMUSG00000049881,44.0,45.91,30.54,36.0,46.0,18.0
ENSMUSG00000049882,13.0,21.0,11.0,14.0,14.0,16.0
