"","Gene","APAP","Control.1","Control.2"
"24798","ENSG00000255504",0,1,0
"24799","ENSG00000137672",7,7,1
"24800","ENSG00000187151",0,0,0
"24801","ENSG00000110318",40,6,11
"24802","ENSG00000137691",4,2,0
"24803","ENSG00000260008",0,2,0
"24804","ENSG00000277459",6,3,6
"24805","ENSG00000137693",3246,2078,1619
"24806","ENSG00000270868",0,2,0
"24807","ENSG00000288528",5,3,2
"24808","ENSG00000023445",2169,901,631
"24809","ENSG00000110330",2340,1531,1756
"24810","ENSG00000152558",11173,11634,11374
"24811","ENSG00000255337",17,4,16
"24812","ENSG00000255482",5,2,0
"24813","ENSG00000137673",156,31,17
"24814","ENSG00000137674",2,0,0
"24815","ENSG00000281655",180,57,14
"24816","ENSG00000137675",8,6,0
"24817","ENSG00000118113",42,16,18
"24818","ENSG00000255282",19,8,0
"24819","ENSG00000166670",6,0,0
"24820","ENSG00000196611",73,0,2
"24821","ENSG00000149968",258,7,1
"24822","ENSG00000262406",52,6,7
"24823","ENSG00000255469",4,2,0
"24824","ENSG00000137745",6,0,13
"24825","ENSG00000276521",7,0,1
"24826","ENSG00000239861",0,0,0
"24827","ENSG00000137692",638,511,370
"24828","ENSG00000187240",551,292,251
"24829","ENSG00000285878",3,2,1
"24830","ENSG00000254895",4,2,0
"24831","ENSG00000254931",2,2,1
"24832","ENSG00000255417",2,0,0
"24833","ENSG00000255350",5,0,2
"24834","ENSG00000254565",0,3,1
"24835","ENSG00000253245",2,4,0
"24836","ENSG00000254987",1,0,0
"24837","ENSG00000170962",221,57,46
"24838","ENSG00000255548",9,6,2
"24839","ENSG00000170967",24,0,6
"24840","ENSG00000256422",2,2,0
"24841","ENSG00000204403",9,0,2
"24842","ENSG00000235505",32,18,33
"24843","ENSG00000196954",2201,1251,1581
"24844","ENSG00000137757",13,7,18
"24845","ENSG00000137752",376,170,255
"24846","ENSG00000204397",77,46,61
"24847","ENSG00000254750",0,2,0
"24848","ENSG00000255221",0,1,0
"24849","ENSG00000152578",0,4,0
"24850","ENSG00000285813",7,24,29
"24851","ENSG00000170903",390,394,356
"24852","ENSG00000182359",58,39,118
"24853","ENSG00000149313",1024,688,821
"24854","ENSG00000254433",33,22,28
"24855","ENSG00000152402",723,581,863
"24856","ENSG00000274584",8,15,13
"24857","ENSG00000213252",7,7,4
"24858","ENSG00000255353",9,11,18
"24859","ENSG00000261098",133,140,111
"24860","ENSG00000152404",613,587,481
"24861","ENSG00000225215",36,27,23
"24862","ENSG00000137760",351,313,269
"24863","ENSG00000110675",12,5,13
"24864","ENSG00000254758",0,0,2
"24865","ENSG00000110660",48,12,20
"24866","ENSG00000179331",93,14,30
"24867","ENSG00000288012",9,4,7
"24868","ENSG00000166266",1893,1551,1484
"24869","ENSG00000200855",4,8,2
"24870","ENSG00000255467",1,6,3
"24871","ENSG00000075239",6039,9280,11915
"24872","ENSG00000285696",30,43,22
"24873","ENSG00000149308",1000,712,733
"24874","ENSG00000149311",5941,4374,4909
"24875","ENSG00000166323",74,85,89
"24876","ENSG00000178202",1167,799,778
"24877","ENSG00000110723",1885,2322,1703
"24878","ENSG00000178105",802,849,465
"24879","ENSG00000240698",4,1,0
"24880","ENSG00000254730",22,24,17
"24881","ENSG00000255379",7,16,2
"24882","ENSG00000203334",0,2,0
"24883","ENSG00000255028",0,1,0
"24884","ENSG00000185742",0,0,0
"24885","ENSG00000137710",5108,3857,3636
"24886","ENSG00000254798",0,0,0
"24887","ENSG00000287245",0,0,0
"24888","ENSG00000224776",0,0,0
"24889","ENSG00000149289",1038,888,682
"24890","ENSG00000254416",192,0,2
"24891","ENSG00000137714",1408,1368,1456
"24892","ENSG00000137727",147,229,145
"24893","ENSG00000271390",0,0,0
"24894","ENSG00000271584",0,0,0
"24895","ENSG00000196167",289,42,109
"24896","ENSG00000214290",45,7,21
"24897","ENSG00000288097",4,0,0
"24898","ENSG00000110777",66,13,24
"24899","ENSG00000255428",4,2,0
"24900","ENSG00000183644",2,0,0
"24901","ENSG00000204381",16,18,1
"24902","ENSG00000170145",2589,6113,4957
"24903","ENSG00000235286",96,138,181
"24904","ENSG00000223324",17,15,29
"24905","ENSG00000137713",3656,12446,16576
"24906","ENSG00000254990",312,1357,1812
"24907","ENSG00000086848",454,466,785
"24908","ENSG00000254450",16,19,19
"24909","ENSG00000254949",3,2,2
"24910","ENSG00000255561",39,32,28
"24911","ENSG00000137720",168,102,174
"24912","ENSG00000176343",2,0,2
"24913","ENSG00000109846",177,44,24
"24914","ENSG00000170276",0,0,0
"24915","ENSG00000149300",9,2,4
"24916","ENSG00000150764",929,641,485
"24917","ENSG00000255286",2,6,0
"24918","ENSG00000255334",15,5,3
"24919","ENSG00000150768",2013,1012,610
"24920","ENSG00000230911",33,60,15
"24921","ENSG00000238444",8,6,0
"24922","ENSG00000271025",11,17,5
"24923","ENSG00000150773",18,6,11
"24924","ENSG00000150776",597,470,542
"24925","ENSG00000150779",895,503,630
"24926","ENSG00000204370",2027,1931,2593
"24927","ENSG00000150782",484,53,122
"24928","ENSG00000254638",9,16,4
"24929","ENSG00000150783",7,6,4
"24930","ENSG00000197580",1877,2982,4539
"24931","ENSG00000214264",126,157,212
"24932","ENSG00000255231",14,30,53
"24933","ENSG00000150787",1149,1055,865
"24934","ENSG00000243250",37,34,13
"24935","ENSG00000188771",28,39,29
"24936","ENSG00000268472",26,28,14
"24937","ENSG00000213234",24,14,21
"24938","ENSG00000250303",203,130,195
"24939","ENSG00000206772",7,3,1
"24940","ENSG00000254968",8,10,4
"24941","ENSG00000213233",2,0,0
"24942","ENSG00000285769",0,2,0
"24943","ENSG00000247416",4,2,0
"24944","ENSG00000149294",326,104,123
"24945","ENSG00000227487",28,8,5
"24946","ENSG00000255129",8,4,4
"24947","ENSG00000149292",478,293,301
"24948","ENSG00000270179",16,9,12
"24949","ENSG00000170209",0,0,6
"24950","ENSG00000256757",1,0,2
"24951","ENSG00000166682",54,79,69
"24952","ENSG00000256091",7,12,2
"24953","ENSG00000086827",925,557,717
"24954","ENSG00000243353",8,5,4
"24955","ENSG00000257070",10,13,2
"24956","ENSG00000256603",8,5,10
"24957","ENSG00000228607",0,0,0
"24958","ENSG00000256167",9,16,9
"24959","ENSG00000257101",0,0,1
"24960","ENSG00000048028",897,673,801
"24961","ENSG00000256452",5,9,3
"24962","ENSG00000255710",30,8,15
"24963","ENSG00000201687",2,0,0
"24964","ENSG00000149305",0,1,0
"24965","ENSG00000166736",8,0,0
"24966","ENSG00000109906",1254,4547,6504
"24967","ENSG00000286463",19,154,126
"24968","ENSG00000256947",8,47,44
"24969","ENSG00000166741",13755,38741,19395
"24970","ENSG00000256195",28,59,38
"24971","ENSG00000180425",178,170,237
"24972","ENSG00000076053",724,527,536
"24973","ENSG00000255663",4,7,3
"24974","ENSG00000076043",587,498,460
"24975","ENSG00000256533",8,13,20
"24976","ENSG00000255982",2,0,0
"24977","ENSG00000095110",0,0,2
"24978","ENSG00000137634",3,2,4
"24979","ENSG00000256674",0,0,0
"24980","ENSG00000204361",0,0,2
"24981","ENSG00000182985",2167,1426,1325
"24982","ENSG00000287897",57,36,52
"24983","ENSG00000256972",57,39,27
"24984","ENSG00000255580",120,65,70
"24985","ENSG00000256315",161,58,67
"24986","ENSG00000255689",1,0,0
"24987","ENSG00000255599",0,0,0
"24988","ENSG00000279771",23,4,0
"24989","ENSG00000256717",2,0,0
"24990","ENSG00000279818",8,0,0
"24991","ENSG00000246100",37,5,2
"24992","ENSG00000257067",2,0,0
"24993","ENSG00000244259",0,2,0
"24994","ENSG00000236437",0,8,6
"24995","ENSG00000278945",0,1,4
"24996","ENSG00000237937",5,6,12
"24997","ENSG00000137656",310,284,291
"24998","ENSG00000226645",1,0,0
"24999","ENSG00000109917",985,819,1134
"25000","ENSG00000110243",5002,5782,17324
"25001","ENSG00000236267",6,13,43
"25002","ENSG00000285513",3,0,10
"25003","ENSG00000110244",1110,940,10585
"25004","ENSG00000110245",42729,29180,86481
"25005","ENSG00000118137",55821,26351,130297
"25006","ENSG00000235910",56,120,25
"25007","ENSG00000160584",1631,2430,1472
"25008","ENSG00000200537",7,6,6
"25009","ENSG00000234268",33,46,26
"25010","ENSG00000224077",1,1,0
"25011","ENSG00000225236",2,0,0
"25012","ENSG00000254851",138,86,71
"25013","ENSG00000168092",2553,1421,1351
"25014","ENSG00000149577",1569,1266,1932
"25015","ENSG00000149591",2542,1862,1577
"25016","ENSG00000160613",1479,1223,849
"25017","ENSG00000280143",9,1,2
"25018","ENSG00000167257",320,255,295
"25019","ENSG00000252992",3,9,6
"25020","ENSG00000186318",836,698,779
"25021","ENSG00000278768",50,45,46
"25022","ENSG00000276505",8,8,10
"25023","ENSG00000110274",1164,879,896
"25024","ENSG00000250699",6,22,17
"25025","ENSG00000271412",6,3,7
"25026","ENSG00000177103",21,19,24
"25027","ENSG00000279586",2,2,4
"25028","ENSG00000270403",2,2,2
"25029","ENSG00000137731",43,18,41
"25030","ENSG00000254844",3,7,3
"25031","ENSG00000254528",11,5,10
"25032","ENSG00000137726",128,109,82
"25033","ENSG00000137747",20,2,3
"25034","ENSG00000110324",840,582,493
"25035","ENSG00000255274",10,10,0
"25036","ENSG00000137648",8,2,0
"25037","ENSG00000177098",34,10,29
"25038","ENSG00000149575",2,2,0
"25039","ENSG00000160593",378,310,249
"25040","ENSG00000255163",10,4,6
"25041","ENSG00000160588",746,271,286
"25042","ENSG00000149573",1053,401,599
"25043","ENSG00000280032",2,0,2
"25044","ENSG00000198851",52,22,20
"25045","ENSG00000167286",19,11,8
"25046","ENSG00000160654",25,12,31
"25047","ENSG00000110344",3208,3079,2750
"25048","ENSG00000254873",8,18,5
"25049","ENSG00000285827",0,6,9
"25050","ENSG00000167283",521,461,403
"25051","ENSG00000269944",35,8,4
"25052","ENSG00000255384",2,5,0
"25053","ENSG00000118058",3723,2748,2644
"25054","ENSG00000255435",44,41,27
"25055","ENSG00000172425",121,261,384
"25056","ENSG00000149582",227,323,498
"25057","ENSG00000118096",253,225,304
"25058","ENSG00000243431",19,17,23
"25059","ENSG00000095139",5572,3602,4474
"25060","ENSG00000207185",16,4,4
"25061","ENSG00000019144",1109,960,469
"25062","ENSG00000255176",32,42,8
"25063","ENSG00000118094",146,87,218
"25064","ENSG00000255239",0,0,7
"25065","ENSG00000255422",4,0,0
"25066","ENSG00000287238",1,0,2
"25067","ENSG00000110367",5209,3790,4073
"25068","ENSG00000278376",46,20,13
"25069","ENSG00000201535",0,1,0
"25070","ENSG00000160683",2,0,0
"25071","ENSG00000245869",2,2,0
"25072","ENSG00000186174",1187,829,432
"25073","ENSG00000110375",3,2,1
"25074","ENSG00000239726",2,2,2
"25075","ENSG00000176302",0,0,2
"25076","ENSG00000280502",1,3,3
"25077","ENSG00000283691",0,0,0
"25078","ENSG00000255121",41,28,27
"25079","ENSG00000186166",967,910,528
"25080","ENSG00000240970",77,118,63
"25081","ENSG00000254428",99,120,69
"25082","ENSG00000254909",47,41,33
"25083","ENSG00000118181",4814,3226,4269
"25084","ENSG00000196655",586,442,418
"25085","ENSG00000137700",2183,2956,3122
"25086","ENSG00000149428",9588,9235,8610
"25087","ENSG00000271751",3,5,0
"25088","ENSG00000272186",5,9,8
"25089","ENSG00000160695",855,512,529
"25090","ENSG00000256269",467,251,223
"25091","ENSG00000188486",635,70,81
"25092","ENSG00000172269",929,841,435
"25093","ENSG00000172375",590,365,405
"25094","ENSG00000172273",363,429,350
"25095","ENSG00000172350",5,12,4
"25096","ENSG00000160703",694,367,423
"25097","ENSG00000172367",26,4,4
"25098","ENSG00000248712",16,10,13
"25099","ENSG00000110395",1931,907,839
"25100","ENSG00000222249",5,2,4
"25101","ENSG00000076706",847,499,360
"25102","ENSG00000173456",486,316,267
"25103","ENSG00000235718",1,0,0
"25104","ENSG00000036672",222,229,109
"25105","ENSG00000245248",56,22,8
"25106","ENSG00000254740",0,0,1
"25107","ENSG00000254590",2,6,1
"25108","ENSG00000254892",1,1,0
"25109","ENSG00000154096",251,53,9
"25110","ENSG00000255377",2,0,0
"25111","ENSG00000254561",1,0,2
"25112","ENSG00000110400",633,396,451
"25113","ENSG00000255247",8,2,6
"25114","ENSG00000254854",6,0,0
"25115","ENSG00000254406",1,0,0
"25116","ENSG00000288047",2,0,4
"25117","ENSG00000255216",0,0,2
"25118","ENSG00000137699",27,26,15
"25119","ENSG00000176984",23,54,36
"25120","ENSG00000184232",5513,4271,7918
"25121","ENSG00000137709",4,2,4
"25122","ENSG00000259541",1,2,0
"25123","ENSG00000181264",90,24,17
"25124","ENSG00000196914",18167,17111,15494
"25125","ENSG00000274303",66,55,60
"25126","ENSG00000149403",1,4,12
"25127","ENSG00000250493",2,0,0
"25128","ENSG00000154114",748,764,570
"25129","ENSG00000285509",4,6,9
"25130","ENSG00000109927",63,202,55
"25131","ENSG00000254515",0,0,0
"25132","ENSG00000109929",1710,4875,11197
"25133","ENSG00000232460",11,5,4
"25134","ENSG00000271022",0,0,1
"25135","ENSG00000246790",31,20,34
"25136","ENSG00000137642",6467,10165,12324
"25137","ENSG00000286044",0,3,4
"25138","ENSG00000255248",353,327,376
"25139","ENSG00000207971",0,0,1
"25140","ENSG00000259571",16,12,23
"25141","ENSG00000198975",0,0,3
"25142","ENSG00000207994",3,1,0
"25143","ENSG00000255015",10,6,3
"25144","ENSG00000255219",17,23,28
"25145","ENSG00000154127",1089,205,207
"25146","ENSG00000286341",110,42,32
"25147","ENSG00000239079",4,6,2
"25148","ENSG00000285909",101,27,31
"25149","ENSG00000109943",11,10,2
"25150","ENSG00000109944",42,17,14
"25151","ENSG00000213184",0,2,0
"25152","ENSG00000243669",0,0,0
"25153","ENSG00000244641",3,1,0
"25154","ENSG00000233541",2,0,0
"25155","ENSG00000109971",28332,20469,26729
"25156","ENSG00000200879",19,25,19
"25157","ENSG00000288061",11,9,8
"25158","ENSG00000166250",128,60,69
"25159","ENSG00000255342",0,2,0
"25160","ENSG00000254710",0,0,2
"25161","ENSG00000254407",0,0,0
"25162","ENSG00000023171",321,65,79
"25163","ENSG00000254449",7,1,11
"25164","ENSG00000166257",15,2,0
"25165","ENSG00000254467",0,0,0
"25166","ENSG00000166261",323,384,349
"25167","ENSG00000221931",0,2,0
"25168","ENSG00000196099",0,2,0
"25169","ENSG00000204300",3,0,0
"25170","ENSG00000171014",0,2,0
"25171","ENSG00000181499",0,1,0
"25172","ENSG00000198674",0,0,0
"25173","ENSG00000226461",0,0,0
"25174","ENSG00000182634",0,0,0
"25175","ENSG00000110002",579,174,409
"25176","ENSG00000196403",0,2,0
"25177","ENSG00000197309",0,0,0
"25178","ENSG00000196341",2,2,0
"25179","ENSG00000255225",0,0,2
"25180","ENSG00000227737",2,0,0
"25181","ENSG00000280090",0,0,0
"25182","ENSG00000255510",0,0,0
"25183","ENSG00000254646",2,0,0
"25184","ENSG00000255315",0,0,0
"25185","ENSG00000255341",0,0,2
"25186","ENSG00000154143",1,3,1
"25187","ENSG00000154144",880,868,895
"25188","ENSG00000110013",1247,780,1557
"25189","ENSG00000064199",36,9,6
"25190","ENSG00000154146",25,15,16
"25191","ENSG00000255045",2,2,2
"25192","ENSG00000019102",36,48,14
"25193","ENSG00000149564",357,412,283
"25194","ENSG00000250073",32,43,21
"25195","ENSG00000120458",289,295,275
"25196","ENSG00000279342",136,140,88
"25197","ENSG00000245498",52,35,63
"25198","ENSG00000154134",75,51,61
"25199","ENSG00000154133",454,597,249
"25200","ENSG00000165478",205,13,137
"25201","ENSG00000285825",12,18,26
"25202","ENSG00000149548",327,78,130
"25203","ENSG00000134955",748,147,236
"25204","ENSG00000150433",344,319,354
"25205","ENSG00000187686",9,10,8
"25206","ENSG00000254880",2,0,0
"25207","ENSG00000165495",71,18,10
"25208","ENSG00000259290",6,0,0
"25209","ENSG00000254932",10,2,0
"25210","ENSG00000222844",0,0,1
"25211","ENSG00000149557",222,179,102
"25212","ENSG00000149547",3444,4145,5463
"25213","ENSG00000222297",0,5,3
"25214","ENSG00000134910",5009,4252,3987
"25215","ENSG00000149554",472,43,47
"25216","ENSG00000252255",6,1,0
"25217","ENSG00000134940",28,9,0
"25218","ENSG00000171053",3,0,0
"25219","ENSG00000196844",0,1,2
"25220","ENSG00000236027",0,2,0
"25221","ENSG00000237353",12,14,4
"25222","ENSG00000260209",15,2,2
"25223","ENSG00000198331",270,167,182
"25224","ENSG00000110060",537,668,692
"25225","ENSG00000109832",4,16,9
"25226","ENSG00000283703",5,2,0
"25227","ENSG00000064309",413,552,353
"25228","ENSG00000254759",6,2,0
"25229","ENSG00000254833",2,1,0
"25230","ENSG00000254771",2,2,0
"25231","ENSG00000165526",771,644,679
"25232","ENSG00000254694",9,21,12
"25233","ENSG00000197798",352,187,324
"25234","ENSG00000222067",0,3,0
"25235","ENSG00000240098",6,3,3
"25236","ENSG00000182934",6216,5625,5941
"25237","ENSG00000110074",1349,831,904
"25238","ENSG00000243607",5,10,4
"25239","ENSG00000150455",350,312,264
"25240","ENSG00000254905",1,1,1
"25241","ENSG00000255062",22,11,11
"25242","ENSG00000110063",904,1721,903
"25243","ENSG00000280832",59,122,85
"25244","ENSG00000110080",520,543,576
"25245","ENSG00000278215",7,20,16
"25246","ENSG00000149571",54,46,14
"25247","ENSG00000254607",14,40,273
"25248","ENSG00000254938",1,0,0
"25249","ENSG00000279358",6,0,0
"25250","ENSG00000254960",0,0,0
"25251","ENSG00000255317",0,6,0
"25252","ENSG00000255087",6,2,0
"25253","ENSG00000273409",0,0,0
"25254","ENSG00000222774",2,0,0
"25255","ENSG00000254612",50,83,56
"25256","ENSG00000273415",11,4,0
"25257","ENSG00000272575",0,0,0
"25258","ENSG00000134954",2189,1989,1381
"25259","ENSG00000276176",1,0,0
"25260","ENSG00000254588",10,8,10
"25261","ENSG00000151702",626,402,324
"25262","ENSG00000254703",24,20,16
"25263","ENSG00000151704",27,15,10
"25264","ENSG00000120457",402,4,3
"25265","ENSG00000174370",163,8,12
"25266","ENSG00000120471",4,0,4
"25267","ENSG00000134909",1535,1469,1408
"25268","ENSG00000212597",7,2,4
"25269","ENSG00000206847",11,3,6
"25270","ENSG00000199260",1,10,5
"25271","ENSG00000255259",6,0,0
"25272","ENSG00000043039",0,1,0
"25273","ENSG00000281386",0,0,0
"25274","ENSG00000287426",1,0,2
"25275","ENSG00000151715",3791,373,1581
"25276","ENSG00000170322",1383,844,1031
"25277","ENSG00000170325",569,487,472
"25278","ENSG00000233220",17,11,7
"25279","ENSG00000255057",2,0,2
"25280","ENSG00000084234",14682,8317,13874
"25281","ENSG00000244451",23,23,10
"25282","ENSG00000274197",8,2,10
"25283","ENSG00000149418",1152,243,148
"25284","ENSG00000196323",2361,1736,1845
"25285","ENSG00000255358",42,38,25
"25286","ENSG00000255220",75,42,47
"25287","ENSG00000272412",10,13,0
"25288","ENSG00000175773",9,21,22
"25289","ENSG00000134917",32,4,12
"25290","ENSG00000166106",108,76,71
"25291","ENSG00000255155",0,0,1
"25292","ENSG00000175728",3,0,0
"25293","ENSG00000288013",0,0,0
"25294","ENSG00000255352",0,0,0
"25295","ENSG00000254842",4,15,4
"25296","ENSG00000120451",3121,3457,3581
"25297","ENSG00000182667",10,0,4
"25298","ENSG00000237654",0,0,0
"25299","ENSG00000285980",4,0,0
"25300","ENSG00000279090",0,4,0
"25301","ENSG00000183715",5,24,2
"25302","ENSG00000279711",6,14,15
"25303","ENSG00000279189",0,0,0
"25304","ENSG00000254896",0,0,1
"25305","ENSG00000080854",32,10,14
"25306","ENSG00000255406",0,0,0
"25307","ENSG00000204241",4,0,0
"25308","ENSG00000166086",116,115,90
"25309","ENSG00000254481",4,2,0
"25310","ENSG00000151503",1433,947,1052
"25311","ENSG00000254616",6,18,6
"25312","ENSG00000255348",6,5,0
"25313","ENSG00000151502",1648,1390,1565
"25314","ENSG00000151500",390,429,515
"25315","ENSG00000151498",912,923,1047
"25316","ENSG00000166105",0,1,0
"25317","ENSG00000149328",76,54,90
"25318","ENSG00000109956",32,245,1025
"25319","ENSG00000255545",210,153,710
"25320","ENSG00000254573",0,4,0
"25321","ENSG00000285640",0,1,0
"25322","ENSG00000255344",2,0,0
"25323","ENSG00000251226",0,8,21
"25324","ENSG00000279046",2,0,0
"25325","ENSG00000285735",10,1,2
"25326","ENSG00000256263",0,4,0
"25327","ENSG00000226210",192,141,195
